,attributes.Ages Allowed,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.touristy,attributes.Attire,attributes.By Appointment Only,attributes.Delivery,attributes.Dietary Restrictions.vegan,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Good For Dancing,attributes.Good For.breakfast,attributes.Good For.dessert,attributes.Good For.latenight,attributes.Good for Kids,attributes.Hair Types Specialized In.kids,attributes.Hair Types Specialized In.perms,attributes.Has TV,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.Outdoor Seating,attributes.Parking.garage,attributes.Parking.street,attributes.Parking.valet,attributes.Waiter Service,attributes.Wi-Fi,stars,lat_zscore,business_id
2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7219975617733911,e0AxAxxqmZCfizHhBYOPmQ
2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4.5,0.727100740388363,_q5_vFZXqNZsegvX-wLBeQ
2576,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.7808666111623298,2C4azCuG5xdM6qVlCfu3Cw
2577,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.6666478591180952,0i7T91Si2TDFbfMlAXSvxg
2578,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,0,4.0,0.7123650798370735,74q6FHSuoPLjl5OdfoTUoQ
2579,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,0,4.0,0.5217107058963488,A1yl07aIgJSSHl6J9HZVBA
2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7240977349766407,tKgA2cqi-FmLEXC_Ar1N6Q
2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,3.5,0.7317043798876106,qt-6KIQWdGgL3IwOxic1yg
2582,0,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,2,3.5,0.7557573369807512,6cIZhJJy2LgLID1u-sxvmw
2583,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.5050912848265224,1TnTa9GtHKcUc48TdEQHKw
2584,0,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,1,1,1,1,2,2,4.0,0.918268115726561,43fGLtHqvdtxy6S_gT-Lmw
2585,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,1,2,1,4.0,0.6961272553596513,55J_rNyR7HW8aDs0zJDiTg
2586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6878973268710368,OeNvgx7D6nJ-07whO2BHLQ
2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.9382756980167436,4yKkyUCqyTxVv7Ouj3ftrA
2588,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,0,0,5.0,0.733880028099102,1v4wxd2mhDf4nrxf7DRDgg
2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7272464392970676,pgajZPWbgEDZvuxcGXu3lw
2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7022561030001954,pCOLvy5TzYg_tAe56AWlGg
2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6996677172846525,Hpw6700ePM38apWUdpE-mA
2592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,3.5,0.6067519550414614,8-gMpvexcH1mrApghRiAhA
2593,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,2,4.5,0.7574678124349684,PeaWF6GhgJUipbjpxQD0kA
2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5,0.5646278730932658,4E9PSb3q40oyjXfujUKqXQ
2595,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.652311756266555,STIfrm9cokQo5dyadEErsQ
2596,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,5.0,0.5964184829473017,BYRI3ajety8cHANAN0JNBA
2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.632050043114973,8te-55rm06qO4BSqCYsDNA
2598,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,4.5,0.6628742826558623,5TTr08j2W2Fv8jkOCvUm8w
2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4.5,0.7303061104338132,eCccqZeN6EXWslyvR2Mw3A
2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.7301723112604529,eZMveJQZ4gTgvewOlcUaVg
2601,0,0,0,0,1,0,1,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,3.5,0.6772991681781831,dQ11ZA2RFgEgG8_hFb-wCg
2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.6668126133626691,pijH8mnPLs49li9ev-giDQ
2603,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,1,1,2,0,4.0,0.7748364604085526,JvYzqBdtUPbXvHU3NbwoWw
2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6337099699681875,0SqTP0E4qHApit7b3u-AYg
2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.6885361110285183,b2EmN9-mvKrJz52Y7IA60w
2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,3.5,0.6588162707026141,VK7M18Utdl9lriLFMyR_5Q
2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7681625583539223,oEvKefEkMhs34b3SZ0yWeA
2608,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,2,2,4.0,0.7127047961702271,vivmVfxNTEEPVCjKE0fCvQ
2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,4.0,0.6363318069638205,X6iYLA7Hq7v9_A0A8OCBwg
2610,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,1,1,4.0,0.6949191222384355,RzqrPrg6tKWQg9g4Zg6gnA
2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.5,0.5344629954506189,PKsKX2jtYRJElrMu7m-54g
2612,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7035904373940698,P9JYzGyz5FOmxnwith5yEg
2613,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.5,0.7582089441289399,8UgadStqK8dTj6wRLg3CsA
2614,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,0.6902017483868921,UTXq5fYPfWHowOaxcBYWCw
2615,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7066456543070349,7yip8dZpE55nu-sdErpb1g
2616,0,1,1,1,1,0,1,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,0,3.5,0.7166044720644805,Fm1Db2rmirrHXoHJgfErXQ
2617,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,4.5,0.6753010615206213,Z6QAeL9nUlwKvps_MYf3rg
2618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6677968243584635,LIuqaQ8nW5kLrZifqU__cA
2619,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,2,3.5,0.7006824061134379,6wdnVxUD8VTtwhe2sjcZ8w
2620,0,0,1,1,1,0,1,0,1,0,0,1,2,1,2,0,0,1,0,0,0,0,2,0,0,0,1,1,4.0,0.6956141655020793,Lg9soH3k5jAREqksu5gLtA
2621,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,1,4.5,0.7440538491273158,Y-nNW_joFc2tGxixe1KGJA
2622,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6668599959858692,M06KMsoLIAAV3ueKh3lkew
2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.5121964601112127,pM8Zbk4Cq1cyrPj-lswIYg
2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4.5,0.7116038773750374,rZte6r-WgfXowypFXyw77A
2625,0,1,1,1,1,0,1,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,1,4.0,0.9191750170973016,ISt8fQEm3Imeu7IIhB7s1Q
2626,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,4.5,0.6390710951205839,abxlR9wwMYIRgGOr7rPQ6Q
2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5.0,0.7882541405250924,kySoiSOHk9szKDmSHJvErw
2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3.0,0.7126832386785864,rdRbXnTBqXYWAgnrSxvXyg
2629,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,2,4.5,0.5719745688501969,89m_LwGShCbCMBK8ztN7oA
2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3.0,0.6800147185632249,9arOySj0jn0OytLCDF_SlQ
2631,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,0,1,3.5,0.750594689423479,wRRTh1a4nlrw1pB7UFhIlg
2632,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2.0,0.6964972792958681,mCUG1X42cjrWobtusxLgSQ
2633,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,0,5.0,0.6073265736968757,vb8wZULbsaMxLnf-7Rdbog
2634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,4.0,0.6673612143558203,wK-25mYloluJ1cZ9HEy21w
2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.787327911748075,2FscRDRnbsaKrLhI_Lo9pQ
2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0.703247004252029,UrND_pZXtxyhNwggGMhBwg
2637,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3.5,0.6504742648152071,uGYGiIQW1Sb44KyGEZHcaA
2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,4.0,0.8833412625256717,mRu8SmOrVJObZgm_dfkVjA
2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7899387908477502,-X128ZdT1oEka2AYsFN_KA
2640,0,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,2,4.0,0.8128252207784461,Tu7-YRjQRl9xOU5IFw8rXA
2641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,3.5,0.5792229527816627,6RzMa_jixSq3oUfrzGOZvQ
2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.5786454461657478,hGf9jOTEzVPAa1B--nRViw
2643,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,2,5.0,0.6025405816062345,KkILzOZ_Q8VOnqZCjweXNA
2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7047103304986748,Wisjjpiz50ki7jDWrhgq2A
2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.7445027430049717,DO7PzopHJKwIXRQqDGlxaw
2646,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,3.0,0.7388769996431707,9AdpIYc0m2FlrVd8iZYt_Q
2647,0,1,1,1,1,0,1,2,0,0,0,1,1,2,2,0,0,1,0,0,0,0,2,1,2,1,2,2,4.0,0.754774884035565,6WC2MEdR1SQeESCDyVh2UA
2648,0,1,2,1,1,0,1,0,0,0,1,1,1,1,2,0,0,1,1,1,1,1,2,1,2,1,2,1,4.0,0.7002527430049931,66_04nEOBGN6FSpiNt5aSA
2649,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1.5,0.6854568701495624,ygkWj4R67uEgWmWE1NeM1A
2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6646293598168312,BVvgk47NCqJnAuDlr2Ld4Q
2651,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,0,4.0,0.8069690166810531,VkdrMK6pnVn1unYg94Tsdw
2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3.0,0.681775742618445,qvXClfE7fsP8B1P1t1KW4A
2653,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.624373682762934,oPb4sfxNAQx4BjCAxk7ldg
2654,0,1,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,1,3.0,0.6488501375219136,B16MXjNVt1gqBy-trsId0w
2655,0,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,1,3.5,0.750919538521031,2N_CsFJdBNqSQY5uSsHbvA
2656,0,1,1,1,1,0,1,0,0,0,1,1,1,1,2,0,0,1,1,1,1,1,1,1,2,1,2,1,3.5,0.6277236857363938,cgjJT1XEeOOIPUbtkCmcGA
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.6949191222384355,89evOQi6sriR5GdBsWwyUQ
2658,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,2,0,4.5,0.6719396040855468,YeikVsEAY-YRfWTpUCzqrw
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3.0,0.7318909636942325,CopASILskIXX_of0jJkM8w
2660,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,2,4.0,0.7560217805001362,gtvekVSN4BAEY-EoAoon5w
2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0.6627791323481607,Fjsn95e9LQqukihpZ9sYbA
2662,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,0,4.5,0.7569094890131066,2E1Kdwf4BXV8c7RC-ThkwA
2663,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,2,3.0,0.7020390532544248,96iDG09zqYsmZ-1_dQgmbQ
2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.0,0.5935513365644817,wT_NcOBhLk3D_19UrhwAog
2665,0,0,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.6781923418869319,V6CvcE3WJxRe50-r1T_juA
2666,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,1,1,2,1,4.5,0.7091180755850234,LR0QqOWzkFst1uCjlTAWVA
2667,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,1,3.5,0.6709077934048947,O6m49LJU-nGtMzKSaG1lLg
2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,3.0,0.7016012012726281,wtq1SM7wJshzoWgwe5abbw
2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,4.5,0.6555495346555514,Y4UKrm19_sQOvFagqODRHw
2670,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.7759665137819528,y8iefIzc0HHpB0zN76A46Q
2671,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6417650382088077,i_TlFISkpZiDq47c1CTXow
2672,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,1,4.0,0.6705703071571051,HUK5fDaXOPlxhFUdAbZ-Xw
2673,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,2,1,2,2,4.5,0.753505874788124,Q19gSL2gPn-v0pOsnANuRA
2674,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,2,1,2,1,3.0,0.720828253694498,KvIVxlyFoOtSRuLeAjblXg
2675,0,1,2,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,1,2,2,3.5,0.7925788714281752,C3ITrzv55LyMvwkm2Z9-5g
2676,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,1,1,1,1,1,0,3.0,0.6002909807915511,_zBGLuqsrqpTGtO9M1Ql9Q
2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.5347882422467427,lXpOMMVeNqAH1OSiuGumng
2678,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6996483898783759,9p_tVu1JDb8Z290RNd0AkA
2679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3.0,0.7119969269424118,hUADFg3xXoy9KY-R-mnNkQ
2680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,4.5,0.7588564122387328,D90zYKXq1HcOiWfBgcaWtw
2681,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4.0,0.7509306889476924,T5qxp0rdLRYPRduelP2QsQ
2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.6180183461687304,wbYlDi4iLSsNA4pTenyS6A
2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,4.5,0.7076254051321542,Qj4wpR5kv3ISSOJyj9o6fg
2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.8175589485891143,A2tXgZtJjjjFqE6zVT_8WQ
2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.716615622491142,ffO3QtnnTGcBHlYQlBu_Pw
2686,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,0,3.0,0.9216127642651171,iNCm3BV0bTOfwdwNqrrqsw
2687,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,4.0,0.6694805387886298,8jkfKZJDONEieRXgvEcfag
2688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.6702008563527486,9Lmu5tc8FSZdwflDX-vUKA
2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.7173500639291271,mCOAf4eHG7aaDFTLVr--4Q
2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.7253735080729299,XEfnBD_gNUSid2I404v2sA
2691,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,2,1,2,2,4.0,0.7937453539889096,Lc-GvCBmXmf1HF2eMW4zuw
2692,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,4.0,0.937408107846943,LNCrJTwjH9cOoLjPOzppmQ
2693,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5,0.7452276173768313,s7M5xTPh5pKHU168u8zFtA
2694,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,1,4.5,0.7898743376646636,ccIghvi9udbH6paHzUF_Wg
2695,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,0,3.5,0.7602286580833197,d-Cy2Vijr8qJ88UtdHu1tQ
2696,0,0,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,0,4.5,0.63607609051176,PeGL1EzeTAw5qNZYwhaaGg
2697,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,1,4.0,0.7239191519728645,3X5XdSXWUmotmNocS5qV5A
2698,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0.7392440501323413,29ndFZZA12QnjbAfUV5SKA
2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0.6086683417085244,cFciIo_SCOVfq_AF0StVKA
2700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.720828253694498,Zr0K3WiBWUoH9J6rchMlqg
2701,0,1,1,1,2,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,1,3.5,0.6661547381880026,DVAGv46voHWWU4ZsyFUPVw
2702,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,0,0,2.5,0.720828253694498,zJa8zGBZDR7DhMYba1OPww
2703,0,0,1,1,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,1,1,2,0,4.5,0.8873286551098525,cBCi1bNWhcHMY4Bo8SbzAQ
2704,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,2,4.5,0.6008229014896899,KOv7XuQ2XRtNOQObAHerdg
2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.6358233475067457,aKhcjMoyERx6JTo2e0X1Xw
2706,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,1,1,2,0,4.5,0.6704781302964498,KjEFFEEd_r3XqGaWpmsWpg
2707,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,1,2,1,3.5,0.7009210252445859,iO7Gzv9ELqumvuFChf08uw
2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.6595581457583735,njceeUFnoGcskUE4milcdQ
2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3.5,0.6693311230709853,nKsSfkNI-dGKZVg0RFzn6Q
2710,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,4.5,0.7048073206268137,_rd1CE66pSbeUKlO5S9AxQ
2711,0,0,0,0,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.525578335464312,AeujRrEdt3CshHDMJ2PfrQ
2712,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3.5,0.7055395319794349,bWpd9zCn33ivzofqPbT98Q
2713,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,1,2,1,3.0,0.6325904671285619,95RAoc1wnt2rs28Wfs6_1Q
2714,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.7618257716095364,zHezYA7RUlqm3xHwnR7ATQ
2715,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.7563079368737471,yeKb69ODd91AM2hwxI6R9w
2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.5,0.7118739964615886,sOFdnzA2C3XqkLOYnln-UA
2717,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,1,2,5.0,0.6475409592340475,_9TAKW96z3RuWLHjKVlqDw
2718,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,2,0,3.5,0.8717844273141165,UZOs6e0NXSIgR9C91yevjQ
